"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 25 12:11:17 GMT 2023","Tue Apr 25 12:11:38 GMT 2023","20399","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_regBadEmail",""
"passed","Tue Apr 25 12:12:23 GMT 2023","Tue Apr 25 12:12:43 GMT 2023","20282","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_loginBadPass",""
"passed","Tue Apr 25 12:18:30 GMT 2023","Tue Apr 25 12:18:51 GMT 2023","20452","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_tag2Csv",""
"passed","Tue Apr 25 12:10:56 GMT 2023","Tue Apr 25 12:11:16 GMT 2023","20140","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_regEmpty",""
"passed","Tue Apr 25 12:11:40 GMT 2023","Tue Apr 25 12:12:00 GMT 2023","20300","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_logOut",""
"passed","Tue Apr 25 12:12:44 GMT 2023","Tue Apr 25 12:13:05 GMT 2023","20413","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_pageNumber",""
"passed","Tue Apr 25 12:12:01 GMT 2023","Tue Apr 25 12:12:22 GMT 2023","20154","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_loginEmpty",""
"passed","Tue Apr 25 12:10:31 GMT 2023","Tue Apr 25 12:10:51 GMT 2023","20268","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_cookies",""
"passed","Tue Apr 25 12:15:12 GMT 2023","Tue Apr 25 12:15:34 GMT 2023","22381","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_commentCreate",""
"passed","Tue Apr 25 12:17:07 GMT 2023","Tue Apr 25 12:18:29 GMT 2023","81877","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_importCsv",""
"passed","Tue Apr 25 12:13:06 GMT 2023","Tue Apr 25 12:13:26 GMT 2023","20378","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_tags",""
"passed","Tue Apr 25 12:18:52 GMT 2023","Tue Apr 25 12:19:14 GMT 2023","22142","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_nameModifie",""
"passed","Tue Apr 25 12:11:39 GMT 2023","Tue Apr 25 12:11:39 GMT 2023","263","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_loginRight",""
"passed","Tue Apr 25 12:14:10 GMT 2023","Tue Apr 25 12:15:11 GMT 2023","60806","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_articleDelete",""
"passed","Tue Apr 25 12:15:35 GMT 2023","Tue Apr 25 12:17:06 GMT 2023","90525","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_commentDelete",""
"passed","Tue Apr 25 12:10:52 GMT 2023","Tue Apr 25 12:10:55 GMT 2023","2394","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_regRight",""
"passed","Tue Apr 25 12:13:27 GMT 2023","Tue Apr 25 12:14:09 GMT 2023","41791","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_articleCreate",""
