"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 25 12:51:11 GMT 2023","Tue Apr 25 12:51:27 GMT 2023","15999","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_articleDelete",""
"passed","Tue Apr 25 12:50:58 GMT 2023","Tue Apr 25 12:51:10 GMT 2023","11512","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_articleCreate",""
"passed","Tue Apr 25 12:51:58 GMT 2023","Tue Apr 25 12:52:20 GMT 2023","22208","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_importCsv",""
"passed","Tue Apr 25 12:49:58 GMT 2023","Tue Apr 25 12:50:04 GMT 2023","5295","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_cookies",""
"passed","Tue Apr 25 12:52:22 GMT 2023","Tue Apr 25 12:52:27 GMT 2023","5574","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_tag2Csv",""
"passed","Tue Apr 25 12:50:38 GMT 2023","Tue Apr 25 12:50:43 GMT 2023","5332","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_loginBadPass",""
"passed","Tue Apr 25 12:50:45 GMT 2023","Tue Apr 25 12:50:50 GMT 2023","5526","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_pageNumber",""
"passed","Tue Apr 25 12:51:36 GMT 2023","Tue Apr 25 12:51:57 GMT 2023","20578","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_commentDelete",""
"passed","Tue Apr 25 12:50:05 GMT 2023","Tue Apr 25 12:50:08 GMT 2023","2593","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_regRight",""
"passed","Tue Apr 25 12:51:28 GMT 2023","Tue Apr 25 12:51:35 GMT 2023","7120","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_commentCreate",""
"passed","Tue Apr 25 12:50:09 GMT 2023","Tue Apr 25 12:50:14 GMT 2023","5169","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_regEmpty",""
"passed","Tue Apr 25 12:50:22 GMT 2023","Tue Apr 25 12:50:23 GMT 2023","347","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_loginRight",""
"passed","Tue Apr 25 12:50:32 GMT 2023","Tue Apr 25 12:50:37 GMT 2023","5179","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_loginEmpty",""
"passed","Tue Apr 25 12:50:16 GMT 2023","Tue Apr 25 12:50:21 GMT 2023","5477","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_regBadEmail",""
"passed","Tue Apr 25 12:50:24 GMT 2023","Tue Apr 25 12:50:30 GMT 2023","5416","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_logOut",""
"passed","Tue Apr 25 12:52:29 GMT 2023","Tue Apr 25 12:52:36 GMT 2023","7261","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_nameModifie",""
"passed","Tue Apr 25 12:50:51 GMT 2023","Tue Apr 25 12:50:57 GMT 2023","5464","vizsgaremek_test","test_vizsgaremek","TestConduit","","","test_tags",""
